
 eiger (gplogin1.local) : TURBOMOLE V7.2 ( 21285 ) 30 Jun 2017 at 11:51:10
 Copyright (C) 2017 TURBOMOLE GmbH, Karlsruhe


    2018-01-22 10:40:02.054 

                                                                                
  
 HOMO-LUMO Separation
   HOMO:   420.   420 a     -0.18505027 H =     -5.03548 eV
   LUMO:   421.   421 a     -0.14010114 H =     -3.81235 eV
   Gap :                    +0.04494914 H =     +1.22313 eV
 
Number of MOs=   3970, Electrons=    840.00, Symmetry: c1   
 
   Nr.   Orbital    Occupation       Energy
  545.   545 a                     +0.166461 H =        +4.530 eV
  544.   544 a                     +0.164784 H =        +4.484 eV
  543.   543 a                     +0.162171 H =        +4.413 eV
  542.   542 a                     +0.160714 H =        +4.373 eV
  541.   541 a                     +0.156100 H =        +4.248 eV
  540.   540 a                     +0.154314 H =        +4.199 eV
  539.   539 a                     +0.153747 H =        +4.184 eV
  538.   538 a                     +0.153540 H =        +4.178 eV
  537.   537 a                     +0.153447 H =        +4.176 eV
  536.   536 a                     +0.151880 H =        +4.133 eV
  535.   535 a                     +0.151452 H =        +4.121 eV
  534.   534 a                     +0.148758 H =        +4.048 eV
  533.   533 a                     +0.147929 H =        +4.025 eV
  532.   532 a                     +0.146560 H =        +3.988 eV
  531.   531 a                     +0.144903 H =        +3.943 eV
  530.   530 a                     +0.144454 H =        +3.931 eV
  529.   529 a                     +0.140017 H =        +3.810 eV
  528.   528 a                     +0.138358 H =        +3.765 eV
  527.   527 a                     +0.132166 H =        +3.596 eV
  526.   526 a                     +0.129129 H =        +3.514 eV
  525.   525 a                     +0.127912 H =        +3.481 eV
  524.   524 a                     +0.125976 H =        +3.428 eV
  523.   523 a                     +0.125210 H =        +3.407 eV
  522.   522 a                     +0.121787 H =        +3.314 eV
  521.   521 a                     +0.121358 H =        +3.302 eV
  520.   520 a                     +0.120709 H =        +3.285 eV
  519.   519 a                     +0.119784 H =        +3.259 eV
  518.   518 a                     +0.119111 H =        +3.241 eV
  517.   517 a                     +0.116783 H =        +3.178 eV
  516.   516 a                     +0.115960 H =        +3.155 eV
  515.   515 a                     +0.114859 H =        +3.125 eV
  514.   514 a                     +0.114348 H =        +3.112 eV
  513.   513 a                     +0.112820 H =        +3.070 eV
  512.   512 a                     +0.104452 H =        +2.842 eV
  511.   511 a                     +0.098194 H =        +2.672 eV
  510.   510 a                     +0.097899 H =        +2.664 eV
  509.   509 a                     +0.097828 H =        +2.662 eV
  508.   508 a                     +0.095375 H =        +2.595 eV
  507.   507 a                     +0.094668 H =        +2.576 eV
  506.   506 a                     +0.092336 H =        +2.513 eV
  505.   505 a                     +0.092046 H =        +2.505 eV
  504.   504 a                     +0.090321 H =        +2.458 eV
  503.   503 a                     +0.087752 H =        +2.388 eV
  502.   502 a                     +0.085484 H =        +2.326 eV
  501.   501 a                     +0.084536 H =        +2.300 eV
  500.   500 a                     +0.079022 H =        +2.150 eV
  499.   499 a                     +0.077808 H =        +2.117 eV
  498.   498 a                     +0.074884 H =        +2.038 eV
  497.   497 a                     +0.074392 H =        +2.024 eV
  496.   496 a                     +0.073906 H =        +2.011 eV
  495.   495 a                     +0.073410 H =        +1.998 eV
  494.   494 a                     +0.072980 H =        +1.986 eV
  493.   493 a                     +0.072172 H =        +1.964 eV
  492.   492 a                     +0.063418 H =        +1.726 eV
  491.   491 a                     +0.062681 H =        +1.706 eV
  490.   490 a                     +0.056860 H =        +1.547 eV
  489.   489 a                     +0.056156 H =        +1.528 eV
  488.   488 a                     +0.055474 H =        +1.510 eV
  487.   487 a                     +0.051562 H =        +1.403 eV
  486.   486 a                     +0.051073 H =        +1.390 eV
  485.   485 a                     +0.046187 H =        +1.257 eV
  484.   484 a                     +0.042925 H =        +1.168 eV
  483.   483 a                     +0.042702 H =        +1.162 eV
  482.   482 a                     +0.038693 H =        +1.053 eV
  481.   481 a                     +0.037721 H =        +1.026 eV
  480.   480 a                     +0.037272 H =        +1.014 eV
  479.   479 a                     +0.036822 H =        +1.002 eV
  478.   478 a                     +0.036596 H =        +0.996 eV
  477.   477 a                     +0.035902 H =        +0.977 eV
  476.   476 a                     +0.032599 H =        +0.887 eV
  475.   475 a                     +0.032152 H =        +0.875 eV
  474.   474 a                     +0.028185 H =        +0.767 eV
  473.   473 a                     +0.022027 H =        +0.599 eV
  472.   472 a                     +0.021004 H =        +0.572 eV
  471.   471 a                     +0.017852 H =        +0.486 eV
  470.   470 a                     +0.016296 H =        +0.443 eV
  469.   469 a                     +0.014106 H =        +0.384 eV
  468.   468 a                     +0.013278 H =        +0.361 eV
  467.   467 a                     +0.012537 H =        +0.341 eV
  466.   466 a                     +0.012088 H =        +0.329 eV
  465.   465 a                     +0.011607 H =        +0.316 eV
  464.   464 a                     +0.010835 H =        +0.295 eV
  463.   463 a                     +0.009310 H =        +0.253 eV
  462.   462 a                     +0.002047 H =        +0.056 eV
  461.   461 a                     +0.001054 H =        +0.029 eV
  460.   460 a                     +0.000468 H =        +0.013 eV
  459.   459 a                     -0.000874 H =        -0.024 eV
  458.   458 a                     -0.002893 H =        -0.079 eV
  457.   457 a                     -0.003431 H =        -0.093 eV
  456.   456 a                     -0.003751 H =        -0.102 eV
  455.   455 a                     -0.004027 H =        -0.110 eV
  454.   454 a                     -0.004360 H =        -0.119 eV
  453.   453 a                     -0.019746 H =        -0.537 eV
  452.   452 a                     -0.023163 H =        -0.630 eV
  451.   451 a                     -0.023462 H =        -0.638 eV
  450.   450 a                     -0.041508 H =        -1.129 eV
  449.   449 a                     -0.041897 H =        -1.140 eV
  448.   448 a                     -0.052434 H =        -1.427 eV
  447.   447 a                     -0.053718 H =        -1.462 eV
  446.   446 a                     -0.054274 H =        -1.477 eV
  445.   445 a                     -0.055006 H =        -1.497 eV
  444.   444 a                     -0.055019 H =        -1.497 eV
  443.   443 a                     -0.056466 H =        -1.537 eV
  442.   442 a                     -0.057844 H =        -1.574 eV
  441.   441 a                     -0.058700 H =        -1.597 eV
  440.   440 a                     -0.060167 H =        -1.637 eV
  439.   439 a                     -0.060370 H =        -1.643 eV
  438.   438 a                     -0.061483 H =        -1.673 eV
  437.   437 a                     -0.061524 H =        -1.674 eV
  436.   436 a                     -0.062203 H =        -1.693 eV
  435.   435 a                     -0.062371 H =        -1.697 eV
  434.   434 a                     -0.064459 H =        -1.754 eV
  433.   433 a                     -0.065084 H =        -1.771 eV
  432.   432 a                     -0.067342 H =        -1.832 eV
  431.   431 a                     -0.068242 H =        -1.857 eV
  430.   430 a                     -0.069018 H =        -1.878 eV
  429.   429 a                     -0.078642 H =        -2.140 eV
  428.   428 a                     -0.097789 H =        -2.661 eV
  427.   427 a                     -0.098977 H =        -2.693 eV
  426.   426 a                     -0.099575 H =        -2.710 eV
  425.   425 a                     -0.113135 H =        -3.079 eV
  424.   424 a                     -0.113963 H =        -3.101 eV
  423.   423 a                     -0.139262 H =        -3.790 eV
  422.   422 a                     -0.139366 H =        -3.792 eV
  421.   421 a                     -0.140101 H =        -3.812 eV
  420.   420 a        2.000        -0.185050 H =        -5.035 eV
  419.   419 a        2.000        -0.186006 H =        -5.061 eV
  418.   418 a        2.000        -0.192677 H =        -5.243 eV
  417.   417 a        2.000        -0.192889 H =        -5.249 eV
  416.   416 a        2.000        -0.201813 H =        -5.492 eV
  415.   415 a        2.000        -0.202032 H =        -5.498 eV
  414.   414 a        2.000        -0.202457 H =        -5.509 eV
  413.   413 a        2.000        -0.203306 H =        -5.532 eV
  412.   412 a        2.000        -0.203366 H =        -5.534 eV
  411.   411 a        2.000        -0.209540 H =        -5.702 eV
  410.   410 a        2.000        -0.216661 H =        -5.896 eV
  409.   409 a        2.000        -0.218757 H =        -5.953 eV
  408.   408 a        2.000        -0.219313 H =        -5.968 eV
  407.   407 a        2.000        -0.222461 H =        -6.053 eV
  406.   406 a        2.000        -0.223003 H =        -6.068 eV
  405.   405 a        2.000        -0.233770 H =        -6.361 eV
  404.   404 a        2.000        -0.233899 H =        -6.365 eV
  403.   403 a        2.000        -0.238431 H =        -6.488 eV
  402.   402 a        2.000        -0.239509 H =        -6.517 eV
  401.   401 a        2.000        -0.244978 H =        -6.666 eV
  400.   400 a        2.000        -0.245163 H =        -6.671 eV
  399.   399 a        2.000        -0.245747 H =        -6.687 eV
  398.   398 a        2.000        -0.246231 H =        -6.700 eV
  397.   397 a        2.000        -0.247810 H =        -6.743 eV
  396.   396 a        2.000        -0.248973 H =        -6.775 eV
  395.   395 a        2.000        -0.249891 H =        -6.800 eV
  394.   394 a        2.000        -0.250443 H =        -6.815 eV
  393.   393 a        2.000        -0.250885 H =        -6.827 eV
  392.   392 a        2.000        -0.254058 H =        -6.913 eV
  391.   391 a        2.000        -0.258157 H =        -7.025 eV
  390.   390 a        2.000        -0.259095 H =        -7.050 eV
  389.   389 a        2.000        -0.259860 H =        -7.071 eV
  388.   388 a        2.000        -0.260533 H =        -7.089 eV
  387.   387 a        2.000        -0.267076 H =        -7.268 eV
  386.   386 a        2.000        -0.268741 H =        -7.313 eV
