
 eiger (gplogin1.local) : TURBOMOLE V7.2 ( 21285 ) 30 Jun 2017 at 11:51:10
 Copyright (C) 2017 TURBOMOLE GmbH, Karlsruhe


    2018-01-22 10:38:37.641 

                                                                                
  
 HOMO-LUMO Separation
   HOMO:   415.   415 a     -0.19251350 H =     -5.23856 eV
   LUMO:   416.   416 a     -0.12911887 H =     -3.51351 eV
   Gap :                    +0.06339462 H =     +1.72506 eV
 
Number of MOs=   4716, Electrons=    830.00, Symmetry: c1   
 
   Nr.   Orbital    Occupation       Energy
  703.   703 a                     +0.321518 H =        +8.749 eV
  702.   702 a                     +0.320381 H =        +8.718 eV
  701.   701 a                     +0.319389 H =        +8.691 eV
  700.   700 a                     +0.319104 H =        +8.683 eV
  699.   699 a                     +0.318265 H =        +8.660 eV
  698.   698 a                     +0.316838 H =        +8.622 eV
  697.   697 a                     +0.315750 H =        +8.592 eV
  696.   696 a                     +0.314852 H =        +8.568 eV
  695.   695 a                     +0.313293 H =        +8.525 eV
  694.   694 a                     +0.312550 H =        +8.505 eV
  693.   693 a                     +0.311095 H =        +8.465 eV
  692.   692 a                     +0.310296 H =        +8.444 eV
  691.   691 a                     +0.307404 H =        +8.365 eV
  690.   690 a                     +0.307117 H =        +8.357 eV
  689.   689 a                     +0.306065 H =        +8.328 eV
  688.   688 a                     +0.304922 H =        +8.297 eV
  687.   687 a                     +0.303603 H =        +8.261 eV
  686.   686 a                     +0.303151 H =        +8.249 eV
  685.   685 a                     +0.301769 H =        +8.212 eV
  684.   684 a                     +0.301390 H =        +8.201 eV
  683.   683 a                     +0.300348 H =        +8.173 eV
  682.   682 a                     +0.299766 H =        +8.157 eV
  681.   681 a                     +0.298583 H =        +8.125 eV
  680.   680 a                     +0.298028 H =        +8.110 eV
  679.   679 a                     +0.296950 H =        +8.080 eV
  678.   678 a                     +0.294597 H =        +8.016 eV
  677.   677 a                     +0.293748 H =        +7.993 eV
  676.   676 a                     +0.292935 H =        +7.971 eV
  675.   675 a                     +0.292294 H =        +7.954 eV
  674.   674 a                     +0.291089 H =        +7.921 eV
  673.   673 a                     +0.290109 H =        +7.894 eV
  672.   672 a                     +0.288224 H =        +7.843 eV
  671.   671 a                     +0.287607 H =        +7.826 eV
  670.   670 a                     +0.286682 H =        +7.801 eV
  669.   669 a                     +0.285919 H =        +7.780 eV
  668.   668 a                     +0.285405 H =        +7.766 eV
  667.   667 a                     +0.284510 H =        +7.742 eV
  666.   666 a                     +0.283062 H =        +7.703 eV
  665.   665 a                     +0.282684 H =        +7.692 eV
  664.   664 a                     +0.282300 H =        +7.682 eV
  663.   663 a                     +0.279866 H =        +7.616 eV
  662.   662 a                     +0.279532 H =        +7.606 eV
  661.   661 a                     +0.277384 H =        +7.548 eV
  660.   660 a                     +0.277131 H =        +7.541 eV
  659.   659 a                     +0.275953 H =        +7.509 eV
  658.   658 a                     +0.275601 H =        +7.499 eV
  657.   657 a                     +0.273625 H =        +7.446 eV
  656.   656 a                     +0.272309 H =        +7.410 eV
  655.   655 a                     +0.271450 H =        +7.387 eV
  654.   654 a                     +0.270387 H =        +7.358 eV
  653.   653 a                     +0.269560 H =        +7.335 eV
  652.   652 a                     +0.268010 H =        +7.293 eV
  651.   651 a                     +0.267343 H =        +7.275 eV
  650.   650 a                     +0.266138 H =        +7.242 eV
  649.   649 a                     +0.265450 H =        +7.223 eV
  648.   648 a                     +0.265114 H =        +7.214 eV
  647.   647 a                     +0.264468 H =        +7.197 eV
  646.   646 a                     +0.262722 H =        +7.149 eV
  645.   645 a                     +0.262008 H =        +7.130 eV
  644.   644 a                     +0.260777 H =        +7.096 eV
  643.   643 a                     +0.259876 H =        +7.072 eV
  642.   642 a                     +0.258410 H =        +7.032 eV
  641.   641 a                     +0.257599 H =        +7.010 eV
  640.   640 a                     +0.256824 H =        +6.989 eV
  639.   639 a                     +0.255844 H =        +6.962 eV
  638.   638 a                     +0.253599 H =        +6.901 eV
  637.   637 a                     +0.253145 H =        +6.888 eV
  636.   636 a                     +0.251276 H =        +6.838 eV
  635.   635 a                     +0.250939 H =        +6.828 eV
  634.   634 a                     +0.249372 H =        +6.786 eV
  633.   633 a                     +0.248789 H =        +6.770 eV
  632.   632 a                     +0.248284 H =        +6.756 eV
  631.   631 a                     +0.247692 H =        +6.740 eV
  630.   630 a                     +0.245326 H =        +6.676 eV
  629.   629 a                     +0.244472 H =        +6.652 eV
  628.   628 a                     +0.242797 H =        +6.607 eV
  627.   627 a                     +0.242357 H =        +6.595 eV
  626.   626 a                     +0.241684 H =        +6.577 eV
  625.   625 a                     +0.239617 H =        +6.520 eV
  624.   624 a                     +0.239076 H =        +6.506 eV
  623.   623 a                     +0.238065 H =        +6.478 eV
  622.   622 a                     +0.236158 H =        +6.426 eV
  621.   621 a                     +0.234441 H =        +6.379 eV
  620.   620 a                     +0.234227 H =        +6.374 eV
  619.   619 a                     +0.233093 H =        +6.343 eV
  618.   618 a                     +0.232889 H =        +6.337 eV
  617.   617 a                     +0.232276 H =        +6.321 eV
  616.   616 a                     +0.230722 H =        +6.278 eV
  615.   615 a                     +0.229307 H =        +6.240 eV
  614.   614 a                     +0.228455 H =        +6.217 eV
  613.   613 a                     +0.227466 H =        +6.190 eV
  612.   612 a                     +0.227022 H =        +6.178 eV
  611.   611 a                     +0.224950 H =        +6.121 eV
  610.   610 a                     +0.224070 H =        +6.097 eV
  609.   609 a                     +0.223432 H =        +6.080 eV
  608.   608 a                     +0.221972 H =        +6.040 eV
  607.   607 a                     +0.220142 H =        +5.990 eV
  606.   606 a                     +0.219005 H =        +5.959 eV
  605.   605 a                     +0.218327 H =        +5.941 eV
  604.   604 a                     +0.217375 H =        +5.915 eV
  603.   603 a                     +0.216003 H =        +5.878 eV
  602.   602 a                     +0.215383 H =        +5.861 eV
  601.   601 a                     +0.214372 H =        +5.833 eV
  600.   600 a                     +0.212778 H =        +5.790 eV
  599.   599 a                     +0.212285 H =        +5.777 eV
  598.   598 a                     +0.210749 H =        +5.735 eV
  597.   597 a                     +0.209947 H =        +5.713 eV
  596.   596 a                     +0.208923 H =        +5.685 eV
  595.   595 a                     +0.208400 H =        +5.671 eV
  594.   594 a                     +0.207064 H =        +5.635 eV
  593.   593 a                     +0.206380 H =        +5.616 eV
  592.   592 a                     +0.205787 H =        +5.600 eV
  591.   591 a                     +0.203850 H =        +5.547 eV
  590.   590 a                     +0.203312 H =        +5.532 eV
  589.   589 a                     +0.201742 H =        +5.490 eV
  588.   588 a                     +0.201121 H =        +5.473 eV
  587.   587 a                     +0.200647 H =        +5.460 eV
  586.   586 a                     +0.199617 H =        +5.432 eV
  585.   585 a                     +0.198525 H =        +5.402 eV
  584.   584 a                     +0.196908 H =        +5.358 eV
  583.   583 a                     +0.196309 H =        +5.342 eV
  582.   582 a                     +0.196016 H =        +5.334 eV
  581.   581 a                     +0.194801 H =        +5.301 eV
  580.   580 a                     +0.193766 H =        +5.273 eV
  579.   579 a                     +0.193674 H =        +5.270 eV
  578.   578 a                     +0.192760 H =        +5.245 eV
  577.   577 a                     +0.190486 H =        +5.183 eV
  576.   576 a                     +0.188629 H =        +5.133 eV
  575.   575 a                     +0.188266 H =        +5.123 eV
  574.   574 a                     +0.186596 H =        +5.078 eV
  573.   573 a                     +0.185747 H =        +5.054 eV
  572.   572 a                     +0.185645 H =        +5.052 eV
  571.   571 a                     +0.184260 H =        +5.014 eV
  570.   570 a                     +0.183055 H =        +4.981 eV
  569.   569 a                     +0.181769 H =        +4.946 eV
  568.   568 a                     +0.180742 H =        +4.918 eV
  567.   567 a                     +0.179520 H =        +4.885 eV
  566.   566 a                     +0.179328 H =        +4.880 eV
  565.   565 a                     +0.176529 H =        +4.804 eV
  564.   564 a                     +0.175073 H =        +4.764 eV
  563.   563 a                     +0.172806 H =        +4.702 eV
  562.   562 a                     +0.172462 H =        +4.693 eV
  561.   561 a                     +0.171107 H =        +4.656 eV
  560.   560 a                     +0.170525 H =        +4.640 eV
  559.   559 a                     +0.169126 H =        +4.602 eV
  558.   558 a                     +0.168684 H =        +4.590 eV
  557.   557 a                     +0.167125 H =        +4.548 eV
  556.   556 a                     +0.165637 H =        +4.507 eV
  555.   555 a                     +0.163326 H =        +4.444 eV
  554.   554 a                     +0.162804 H =        +4.430 eV
  553.   553 a                     +0.162547 H =        +4.423 eV
  552.   552 a                     +0.161099 H =        +4.384 eV
  551.   551 a                     +0.160637 H =        +4.371 eV
  550.   550 a                     +0.159990 H =        +4.354 eV
  549.   549 a                     +0.158001 H =        +4.299 eV
  548.   548 a                     +0.157801 H =        +4.294 eV
  547.   547 a                     +0.155807 H =        +4.240 eV
  546.   546 a                     +0.154958 H =        +4.217 eV
  545.   545 a                     +0.152757 H =        +4.157 eV
  544.   544 a                     +0.150304 H =        +4.090 eV
  543.   543 a                     +0.149564 H =        +4.070 eV
  542.   542 a                     +0.148726 H =        +4.047 eV
  541.   541 a                     +0.147409 H =        +4.011 eV
  540.   540 a                     +0.145962 H =        +3.972 eV
  539.   539 a                     +0.145359 H =        +3.955 eV
  538.   538 a                     +0.144136 H =        +3.922 eV
  537.   537 a                     +0.143497 H =        +3.905 eV
  536.   536 a                     +0.142857 H =        +3.887 eV
  535.   535 a                     +0.138660 H =        +3.773 eV
  534.   534 a                     +0.137809 H =        +3.750 eV
  533.   533 a                     +0.136931 H =        +3.726 eV
